Beach_Name,Measurement_Date_And_Time,Water_Temperature,Turbidity,Transducer_Depth,Wave_Height,Wave_Period,Battery_Life
Calumet Beach,2014-06-03 22:00:00,20.0,0.88,1.369,0.092,3.0,11.5
Montrose Beach,2014-06-03 22:00:00,16.1,0.19,1.266,0.123,4.0,11.6
Calumet Beach,2014-06-04 07:00:00,18.6,0.92,1.368,0.207,2.0,11.5
Montrose Beach,2014-06-04 07:00:00,15.7,0.21,1.296,0.119,4.0,11.6
Calumet Beach,2014-06-03 23:00:00,19.9,0.87,1.413,0.103,2.0,11.5
Montrose Beach,2014-06-03 23:00:00,16.0,0.24,1.239,0.093,3.0,11.6
Calumet Beach,2014-06-04 00:00:00,19.7,0.89,1.337,0.094,2.0,11.5
Montrose Beach,2014-06-04 00:00:00,16.0,0.19,1.245,0.1,8.0,11.6
Calumet Beach,2014-06-04 01:00:00,19.4,0.76,1.373,0.092,2.0,11.5
Montrose Beach,2014-06-04 01:00:00,16.0,0.27,1.331,0.097,3.0,11.6
Calumet Beach,2014-06-04 02:00:00,19.2,0.74,1.389,0.107,2.0,11.5
Montrose Beach,2014-06-04 02:00:00,16.0,0.27,1.279,0.102,5.0,11.6
Calumet Beach,2014-06-04 03:00:00,19.1,0.75,1.384,0.129,2.0,11.5
Montrose Beach,2014-06-04 03:00:00,15.9,0.26,1.28,0.102,4.0,11.6
Calumet Beach,2014-06-04 04:00:00,19.0,0.77,1.375,0.128,2.0,11.5
Montrose Beach,2014-06-04 04:00:00,15.8,0.29,1.316,0.1,4.0,11.6
Calumet Beach,2014-06-04 05:00:00,18.9,0.83,1.384,0.155,2.0,11.5
Montrose Beach,2014-06-04 05:00:00,15.8,0.3,1.321,0.105,3.0,11.6
Calumet Beach,2014-06-04 06:00:00,18.9,0.9,1.392,0.144,2.0,11.5
Montrose Beach,2014-06-04 06:00:00,15.7,0.22,1.338,0.109,3.0,11.6
Calumet Beach,2014-06-04 08:00:00,18.5,1.37,1.384,0.235,3.0,11.5
Montrose Beach,2014-06-04 08:00:00,15.7,0.21,1.311,0.15,2.0,11.6
Calumet Beach,2014-06-04 09:00:00,18.5,1.52,1.406,0.216,3.0,11.5
Montrose Beach,2014-06-04 09:00:00,15.7,0.17,1.305,0.157,2.0,11.6
Calumet Beach,2014-06-04 10:00:00,18.4,1.83,1.389,0.2,3.0,11.5
Montrose Beach,2014-06-04 10:00:00,15.7,0.19,1.313,0.165,3.0,11.6
Calumet Beach,2014-06-04 11:00:00,18.4,1.96,1.379,0.245,3.0,11.5
Montrose Beach,2014-06-04 11:00:00,15.7,0.22,1.333,0.247,2.0,11.6
Calumet Beach,2014-06-04 12:00:00,18.4,2.0,1.409,0.262,3.0,11.5
Montrose Beach,2014-06-04 12:00:00,15.7,0.63,1.29,0.317,3.0,11.6
Calumet Beach,2014-06-04 13:00:00,18.4,2.04,1.415,0.285,4.0,11.5
Montrose Beach,2014-06-04 13:00:00,15.8,2.47,1.273,0.358,3.0,11.6
Calumet Beach,2014-06-04 14:00:00,18.4,2.69,1.342,0.27,4.0,11.4
Montrose Beach,2014-06-04 14:00:00,15.8,2.38,1.377,0.351,3.0,11.6
Calumet Beach,2014-06-04 15:00:00,18.3,2.62,1.398,0.271,4.0,11.4
Montrose Beach,2014-06-04 15:00:00,16.0,3.51,1.31,0.323,3.0,11.6
Calumet Beach,2014-06-04 17:00:00,18.4,2.9,1.436,0.236,4.0,11.4
Montrose Beach,2014-06-04 17:00:00,16.2,2.7,1.372,0.315,3.0,11.6
Calumet Beach,2014-06-04 18:00:00,18.6,3.69,1.429,0.234,4.0,11.4
Montrose Beach,2014-06-04 18:00:00,16.2,3.15,1.362,0.294,3.0,11.6
Calumet Beach,2014-06-04 19:00:00,18.6,3.47,1.516,0.22,4.0,11.4
Montrose Beach,2014-06-04 19:00:00,16.2,4.13,1.357,0.317,3.0,11.6
Calumet Beach,2014-06-04 20:00:00,18.6,4.65,1.391,0.193,4.0,11.4
Montrose Beach,2014-06-04 20:00:00,16.2,4.02,1.386,0.31,3.0,11.6
Calumet Beach,2014-06-04 21:00:00,18.4,4.25,1.376,0.195,3.0,11.4
Montrose Beach,2014-06-04 21:00:00,16.1,3.78,1.361,0.304,3.0,11.6
Calumet Beach,2014-06-04 22:00:00,18.3,4.36,1.428,0.207,4.0,11.4
Montrose Beach,2014-06-04 22:00:00,16.1,3.63,1.337,0.287,3.0,11.6
Calumet Beach,2014-06-04 23:00:00,18.2,3.9,1.374,0.215,4.0,11.4
Montrose Beach,2014-06-04 23:00:00,16.1,3.99,1.354,0.283,3.0,11.6
Calumet Beach,2014-06-05 00:00:00,18.1,3.72,1.419,0.221,4.0,11.4
Montrose Beach,2014-06-05 00:00:00,16.0,2.85,1.358,0.254,3.0,11.6
Calumet Beach,2014-06-05 01:00:00,18.0,2.41,1.412,0.204,4.0,11.4
Montrose Beach,2014-06-05 01:00:00,16.0,3.25,1.411,0.213,3.0,11.6
Calumet Beach,2014-06-05 02:00:00,18.0,2.6,1.453,0.205,4.0,11.4
Montrose Beach,2014-06-05 02:00:00,16.0,3.27,1.382,0.225,3.0,11.6
Calumet Beach,2014-06-05 03:00:00,17.9,2.41,1.417,0.192,4.0,11.4
Montrose Beach,2014-06-05 03:00:00,15.9,3.56,1.386,0.235,3.0,11.6
Calumet Beach,2014-06-05 04:00:00,17.8,2.62,1.438,0.176,4.0,11.4
Montrose Beach,2014-06-05 04:00:00,15.9,2.93,1.374,0.23,3.0,11.5
Calumet Beach,2014-06-05 05:00:00,17.8,2.73,1.482,0.169,3.0,11.4
Montrose Beach,2014-06-05 05:00:00,15.7,3.76,1.388,0.272,3.0,11.5
Calumet Beach,2014-06-05 06:00:00,17.7,2.74,1.431,0.155,3.0,11.4
Montrose Beach,2014-06-05 06:00:00,15.6,2.88,1.382,0.259,3.0,11.5
Calumet Beach,2014-06-05 07:00:00,17.7,3.04,1.464,0.164,4.0,11.4
Montrose Beach,2014-06-05 07:00:00,15.6,3.6,1.471,0.272,3.0,11.5
Calumet Beach,2014-06-05 08:00:00,17.7,2.92,1.451,0.159,3.0,11.4
Montrose Beach,2014-06-05 08:00:00,15.7,3.27,1.368,0.248,3.0,11.5
Calumet Beach,2014-06-05 09:00:00,17.9,2.82,1.413,0.162,3.0,11.4
Montrose Beach,2014-06-05 09:00:00,15.8,3.11,1.432,0.223,3.0,11.5
Calumet Beach,2014-06-05 10:00:00,18.0,2.69,1.428,0.155,3.0,11.4
Montrose Beach,2014-06-05 10:00:00,16.1,2.82,1.363,0.226,3.0,11.5
Calumet Beach,2014-06-05 11:00:00,18.3,2.47,1.468,0.159,3.0,11.4
Montrose Beach,2014-06-05 11:00:00,16.4,3.05,1.459,0.237,3.0,11.5
Calumet Beach,2014-06-05 12:00:00,18.5,2.29,1.47,0.156,3.0,11.4
Montrose Beach,2014-06-05 12:00:00,16.8,2.61,1.412,0.22,3.0,11.5
Calumet Beach,2014-06-05 13:00:00,18.7,1.93,1.396,0.144,3.0,11.4
Montrose Beach,2014-06-05 13:00:00,17.1,2.07,1.356,0.198,3.0,11.5
Calumet Beach,2014-06-05 14:00:00,19.2,2.11,1.461,0.149,3.0,11.4
Montrose Beach,2014-06-05 14:00:00,17.5,1.84,1.352,0.194,2.0,11.5
Ohio Street Beach,2014-06-05 12:00:00,16.9,1.6,1.78,0.159,3.0,12.8
Calumet Beach,2014-06-05 15:00:00,19.5,2.03,1.36,0.138,3.0,11.4
Montrose Beach,2014-06-05 15:00:00,17.9,1.72,1.339,0.177,3.0,11.5
Calumet Beach,2014-06-05 16:00:00,19.6,1.87,1.324,0.131,3.0,11.4
Montrose Beach,2014-06-05 16:00:00,19.3,1.76,1.36,0.175,3.0,11.5
Calumet Beach,2014-06-05 17:00:00,19.7,1.81,1.414,0.129,2.0,11.4
Montrose Beach,2014-06-05 17:00:00,19.7,1.84,1.386,0.167,3.0,11.5
Calumet Beach,2014-06-05 18:00:00,19.6,1.77,1.485,0.126,3.0,11.4
Montrose Beach,2014-06-05 18:00:00,20.0,3.03,1.406,0.159,3.0,11.5
Calumet Beach,2014-06-05 19:00:00,19.5,1.69,1.433,0.142,3.0,11.4
Montrose Beach,2014-06-05 19:00:00,19.5,2.8,1.37,0.17,3.0,11.5
Calumet Beach,2014-06-05 20:00:00,19.4,1.66,1.442,0.127,3.0,11.4
Montrose Beach,2014-06-05 20:00:00,18.9,2.36,1.383,0.163,3.0,11.5
Calumet Beach,2014-06-05 21:00:00,19.3,1.86,1.501,0.126,3.0,11.4
Montrose Beach,2014-06-05 21:00:00,19.1,2.57,1.355,0.137,3.0,11.5
Calumet Beach,2014-06-05 22:00:00,19.6,1.86,1.442,0.118,3.0,11.4
Montrose Beach,2014-06-05 22:00:00,18.9,1.93,1.37,0.134,3.0,11.5
Calumet Beach,2014-06-05 23:00:00,19.5,1.88,1.356,0.119,3.0,11.4
Montrose Beach,2014-06-05 23:00:00,18.0,1.97,1.292,0.122,2.0,11.5
Calumet Beach,2014-06-06 00:00:00,19.3,1.78,1.39,0.123,3.0,11.4
Montrose Beach,2014-06-06 00:00:00,17.6,1.54,1.345,0.118,8.0,11.5
Calumet Beach,2014-06-06 02:00:00,18.9,1.68,1.397,0.101,3.0,11.4
Calumet Beach,2014-06-06 01:00:00,19.0,1.61,1.327,0.113,2.0,11.4
Montrose Beach,2014-06-06 01:00:00,17.5,1.43,1.273,0.119,4.0,11.5
Montrose Beach,2014-06-06 02:00:00,17.3,1.27,1.327,0.125,6.0,11.5
Calumet Beach,2014-06-06 03:00:00,18.7,1.61,1.458,0.094,3.0,11.4
Montrose Beach,2014-06-06 03:00:00,16.9,1.03,1.398,0.103,5.0,11.5
Calumet Beach,2014-06-06 04:00:00,18.5,1.49,1.436,0.089,2.0,11.4
Montrose Beach,2014-06-06 04:00:00,16.8,1.11,1.407,0.104,3.0,11.5
Calumet Beach,2014-06-06 05:00:00,18.4,1.51,1.463,0.086,3.0,11.4
Montrose Beach,2014-06-06 05:00:00,16.7,1.04,1.387,0.094,4.0,11.5
Calumet Beach,2014-06-06 06:00:00,18.3,1.43,1.399,0.091,2.0,11.4
Montrose Beach,2014-06-06 06:00:00,16.7,0.96,1.371,0.092,2.0,11.5
Calumet Beach,2014-06-06 07:00:00,18.4,1.45,1.368,0.078,3.0,11.4
Montrose Beach,2014-06-06 07:00:00,16.7,0.97,1.345,0.088,4.0,11.5
Calumet Beach,2014-06-06 08:00:00,18.5,1.39,1.414,0.075,3.0,11.3
Montrose Beach,2014-06-06 08:00:00,16.8,0.91,1.371,0.081,2.0,11.5
Calumet Beach,2014-06-06 09:00:00,18.7,1.25,1.381,0.084,2.0,11.4
Montrose Beach,2014-06-06 09:00:00,16.9,0.79,1.409,0.091,3.0,11.5
Calumet Beach,2014-06-06 10:00:00,18.9,1.29,1.443,0.081,5.0,11.4
Montrose Beach,2014-06-06 10:00:00,17.1,0.67,1.368,0.087,4.0,11.5
Calumet Beach,2014-06-06 11:00:00,19.2,1.24,1.429,0.072,2.0,11.3
Montrose Beach,2014-06-06 11:00:00,17.4,0.62,1.35,0.097,3.0,11.5
Calumet Beach,2014-06-06 12:00:00,19.6,1.21,1.422,0.08,3.0,11.3
Montrose Beach,2014-06-06 12:00:00,17.6,0.65,1.387,0.124,6.0,11.5
Calumet Beach,2014-06-06 13:00:00,19.7,1.19,1.511,0.12,2.0,11.4
Montrose Beach,2014-06-06 13:00:00,17.8,0.55,1.413,0.152,3.0,11.5
Calumet Beach,2014-06-06 14:00:00,20.3,1.19,1.413,0.141,2.0,11.3
Montrose Beach,2014-06-06 14:00:00,18.0,0.5,1.37,0.117,2.0,11.5
Calumet Beach,2014-06-06 15:00:00,20.6,1.14,1.416,0.128,2.0,11.4
Montrose Beach,2014-06-06 15:00:00,18.9,0.57,1.355,0.112,2.0,11.5
Calumet Beach,2014-06-06 16:00:00,21.0,1.16,1.403,0.119,2.0,11.3
Montrose Beach,2014-06-06 16:00:00,19.3,0.47,1.369,0.097,5.0,11.5
Ohio Street Beach,2014-06-06 14:00:00,18.8,0.7,1.495,0.135,2.0,12.4
Calumet Beach,2014-06-06 17:00:00,21.0,1.15,1.385,0.11,2.0,11.4
Montrose Beach,2014-06-06 17:00:00,19.4,0.42,1.363,0.102,8.0,11.5
Ohio Street Beach,2014-06-06 17:00:00,19.8,0.78,1.471,0.162,3.0,12.3
Calumet Beach,2014-06-06 18:00:00,21.0,1.12,1.442,0.141,2.0,11.3
Montrose Beach,2014-06-06 18:00:00,18.8,0.28,1.427,0.129,7.0,11.5
Ohio Street Beach,2014-06-06 18:00:00,19.7,0.77,1.536,0.13,3.0,12.3
Calumet Beach,2014-06-06 19:00:00,21.3,1.36,1.431,0.142,2.0,11.3
Montrose Beach,2014-06-06 19:00:00,19.3,0.45,1.418,0.155,4.0,11.5
Ohio Street Beach,2014-06-06 19:00:00,19.2,0.8,1.54,0.137,2.0,12.3
Calumet Beach,2014-06-06 20:00:00,21.4,1.43,1.458,0.154,2.0,11.4
Montrose Beach,2014-06-06 20:00:00,18.4,0.31,1.4,0.166,2.0,11.5
Ohio Street Beach,2014-06-06 20:00:00,18.7,1.03,1.54,0.147,2.0,12.3
Calumet Beach,2014-06-06 21:00:00,21.2,1.4,1.443,0.16,2.0,11.4
Montrose Beach,2014-06-06 21:00:00,17.9,0.26,1.392,0.158,2.0,11.5
Ohio Street Beach,2014-06-06 21:00:00,18.1,0.83,1.549,0.144,2.0,12.3
Calumet Beach,2014-06-06 22:00:00,20.7,1.37,1.409,0.166,3.0,11.3
Montrose Beach,2014-06-06 22:00:00,17.2,0.27,1.392,0.14,2.0,11.5
Ohio Street Beach,2014-06-06 22:00:00,17.3,1.0,1.551,0.133,2.0,12.3
Calumet Beach,2014-06-06 23:00:00,20.4,1.28,1.457,0.153,3.0,11.4
Montrose Beach,2014-06-06 23:00:00,16.8,0.34,1.429,0.132,2.0,11.5
Ohio Street Beach,2014-06-06 23:00:00,17.1,1.12,1.554,0.119,3.0,12.3
Calumet Beach,2014-06-07 00:00:00,20.5,1.71,1.469,0.139,3.0,11.3
Montrose Beach,2014-06-07 00:00:00,16.4,0.22,1.398,0.123,4.0,11.5
Ohio Street Beach,2014-06-07 00:00:00,16.8,1.21,1.557,0.127,3.0,12.3
Calumet Beach,2014-06-07 01:00:00,20.2,1.51,1.42,0.138,3.0,11.3
Montrose Beach,2014-06-07 01:00:00,16.3,0.38,1.401,0.114,7.0,11.5
Ohio Street Beach,2014-06-07 01:00:00,16.6,0.97,1.534,0.104,2.0,12.3
Calumet Beach,2014-06-07 02:00:00,19.8,1.44,1.35,0.111,3.0,11.3
Montrose Beach,2014-06-07 02:00:00,16.2,0.25,1.369,0.121,4.0,11.5
Ohio Street Beach,2014-06-07 02:00:00,16.6,0.95,1.47,0.089,3.0,12.3
Calumet Beach,2014-06-07 03:00:00,19.6,1.3,1.371,0.109,2.0,11.3
Montrose Beach,2014-06-07 03:00:00,16.2,0.28,1.393,0.104,4.0,11.5
Ohio Street Beach,2014-06-07 03:00:00,16.6,0.97,1.482,0.087,4.0,12.2
Calumet Beach,2014-06-07 13:00:00,20.6,1.01,1.374,0.148,2.0,11.3
Montrose Beach,2014-06-07 13:00:00,17.0,0.07,1.358,0.141,3.0,11.5
Ohio Street Beach,2014-06-07 13:00:00,17.6,1.04,1.495,0.175,6.0,12.1
Calumet Beach,2014-06-07 04:00:00,19.4,1.15,1.439,0.098,2.0,11.3
Montrose Beach,2014-06-07 04:00:00,16.3,0.25,1.379,0.091,4.0,11.5
Ohio Street Beach,2014-06-07 04:00:00,16.6,1.04,1.533,0.08,2.0,12.2
Calumet Beach,2014-06-07 09:00:00,19.4,1.25,1.437,0.085,2.0,11.3
Montrose Beach,2014-06-07 09:00:00,16.5,0.22,1.436,0.084,4.0,11.5
Ohio Street Beach,2014-06-07 09:00:00,17.0,0.81,1.55,0.078,3.0,12.2
Calumet Beach,2014-06-08 18:00:00,19.6,2.73,1.509,0.254,6.0,10.8
Montrose Beach,2014-06-08 18:00:00,15.5,25.1,1.671,0.436,6.0,11.4
Ohio Street Beach,2014-06-08 18:00:00,16.8,8.21,1.756,0.36,4.0,11.9
Calumet Beach,2014-06-07 05:00:00,19.3,1.19,1.435,0.096,2.0,11.3
Montrose Beach,2014-06-07 05:00:00,16.2,0.3,1.391,0.093,4.0,11.5
Ohio Street Beach,2014-06-07 05:00:00,16.5,0.79,1.549,0.071,2.0,12.2
Calumet Beach,2014-06-07 06:00:00,19.2,1.12,1.482,0.099,2.0,11.3
Montrose Beach,2014-06-07 06:00:00,16.2,0.32,1.402,0.083,4.0,11.5
Ohio Street Beach,2014-06-07 06:00:00,16.6,0.71,1.575,0.068,2.0,12.2
Calumet Beach,2014-06-07 07:00:00,19.2,1.0,1.412,0.099,2.0,11.3
Montrose Beach,2014-06-07 07:00:00,16.4,0.29,1.418,0.086,3.0,11.5
Ohio Street Beach,2014-06-07 07:00:00,16.7,0.73,1.529,0.096,3.0,12.2
Calumet Beach,2014-06-07 08:00:00,19.3,1.17,1.444,0.092,2.0,11.3
Montrose Beach,2014-06-07 08:00:00,16.4,0.41,1.437,0.088,4.0,11.5
Ohio Street Beach,2014-06-07 08:00:00,16.8,0.84,1.543,0.103,2.0,12.2
Calumet Beach,2014-06-07 10:00:00,19.7,0.81,1.466,0.1,3.0,11.3
Montrose Beach,2014-06-07 10:00:00,16.5,0.24,1.373,0.081,2.0,11.5
Ohio Street Beach,2014-06-07 10:00:00,17.2,1.4,1.535,0.089,7.0,12.1
Calumet Beach,2014-06-07 11:00:00,20.2,0.99,1.448,0.082,2.0,11.3
Montrose Beach,2014-06-07 11:00:00,16.6,0.2,1.397,0.095,3.0,11.5
Ohio Street Beach,2014-06-07 11:00:00,17.5,0.86,1.554,0.144,2.0,12.1
Calumet Beach,2014-06-07 14:00:00,21.2,1.09,1.414,0.112,2.0,11.3
Montrose Beach,2014-06-07 14:00:00,16.6,0.13,1.393,0.117,6.0,11.5
Ohio Street Beach,2014-06-07 14:00:00,18.1,1.13,1.53,0.178,3.0,12.1
Calumet Beach,2014-06-07 12:00:00,20.5,1.01,1.389,0.108,2.0,11.3
Montrose Beach,2014-06-07 12:00:00,16.8,0.12,1.374,0.12,3.0,11.5
Ohio Street Beach,2014-06-07 12:00:00,17.7,1.13,1.53,0.121,3.0,12.1
Calumet Beach,2014-06-07 16:00:00,21.2,1.07,1.379,0.13,2.0,11.3
Montrose Beach,2014-06-07 16:00:00,16.8,0.18,1.333,0.144,5.0,11.5
Ohio Street Beach,2014-06-07 16:00:00,18.4,0.86,1.503,0.166,2.0,12.1
Calumet Beach,2014-06-07 15:00:00,21.5,1.1,1.429,0.171,2.0,11.3
Montrose Beach,2014-06-07 15:00:00,16.8,0.16,1.33,0.121,2.0,11.5
Ohio Street Beach,2014-06-07 15:00:00,18.4,1.15,1.534,0.169,3.0,12.1
Calumet Beach,2014-06-08 01:00:00,20.1,1.44,1.513,0.19,3.0,11.3
Montrose Beach,2014-06-08 01:00:00,16.9,1.48,1.406,0.344,3.0,11.4
Ohio Street Beach,2014-06-08 01:00:00,17.4,0.85,1.49,0.211,3.0,12.0
Calumet Beach,2014-06-07 17:00:00,21.1,1.01,1.379,0.197,2.0,11.3
Montrose Beach,2014-06-07 17:00:00,16.5,0.28,1.371,0.162,4.0,11.5
Ohio Street Beach,2014-06-07 17:00:00,18.5,0.77,1.523,0.174,2.0,12.1
Calumet Beach,2014-06-07 18:00:00,21.1,1.2,1.368,0.135,2.0,11.3
Montrose Beach,2014-06-07 18:00:00,17.1,0.33,1.358,0.177,7.0,11.5
Ohio Street Beach,2014-06-07 18:00:00,18.3,1.08,1.523,0.167,2.0,12.1
Calumet Beach,2014-06-07 19:00:00,21.2,1.43,1.408,0.172,2.0,11.3
Montrose Beach,2014-06-07 19:00:00,17.3,0.33,1.333,0.185,2.0,11.5
Ohio Street Beach,2014-06-07 19:00:00,18.3,1.14,1.476,0.145,2.0,12.1
Calumet Beach,2014-06-07 20:00:00,21.5,1.81,1.389,0.184,2.0,11.3
Montrose Beach,2014-06-07 20:00:00,18.0,0.65,1.384,0.222,3.0,11.5
Ohio Street Beach,2014-06-07 20:00:00,18.0,0.99,1.516,0.149,2.0,12.1
Calumet Beach,2014-06-07 21:00:00,20.8,1.96,1.398,0.215,3.0,11.3
Montrose Beach,2014-06-07 21:00:00,17.7,0.51,1.381,0.222,2.0,11.5
Ohio Street Beach,2014-06-07 21:00:00,17.8,0.92,1.495,0.158,3.0,12.1
Calumet Beach,2014-06-07 22:00:00,20.4,1.74,1.415,0.206,3.0,11.3
Montrose Beach,2014-06-07 22:00:00,17.1,0.32,1.425,0.233,3.0,11.5
Ohio Street Beach,2014-06-07 22:00:00,17.7,0.83,1.562,0.153,3.0,12.0
Calumet Beach,2014-06-07 23:00:00,20.6,2.19,1.439,0.187,3.0,11.3
Montrose Beach,2014-06-07 23:00:00,16.9,0.45,1.458,0.243,3.0,11.5
Ohio Street Beach,2014-06-07 23:00:00,17.6,0.8,1.585,0.16,3.0,12.0
Calumet Beach,2014-06-08 00:00:00,20.8,2.08,1.475,0.186,3.0,11.3
Calumet Beach,2014-06-08 02:00:00,20.0,1.3,1.478,0.217,4.0,11.3
Montrose Beach,2014-06-08 00:00:00,17.2,1.49,1.414,0.294,3.0,11.4
Ohio Street Beach,2014-06-08 00:00:00,17.5,0.9,1.56,0.158,3.0,12.0
Montrose Beach,2014-06-08 02:00:00,16.6,2.17,1.415,0.352,4.0,11.4
Ohio Street Beach,2014-06-08 02:00:00,17.3,2.3,1.538,0.28,4.0,12.0
Calumet Beach,2014-06-08 03:00:00,20.0,1.67,1.443,0.228,4.0,11.3
Montrose Beach,2014-06-08 03:00:00,16.6,2.13,1.418,0.326,3.0,11.4
Ohio Street Beach,2014-06-08 03:00:00,17.1,3.03,1.556,0.26,4.0,12.0
Calumet Beach,2014-06-08 04:00:00,19.9,2.01,1.541,0.265,4.0,11.3
Montrose Beach,2014-06-08 04:00:00,16.1,2.51,1.433,0.394,4.0,11.4
Ohio Street Beach,2014-06-08 04:00:00,16.9,3.63,1.542,0.293,4.0,12.0
Calumet Beach,2014-06-08 05:00:00,19.9,3.48,1.501,0.238,4.0,11.3
Montrose Beach,2014-06-08 05:00:00,16.4,5.2,1.486,0.472,4.0,11.4
Ohio Street Beach,2014-06-08 05:00:00,16.5,4.59,1.585,0.331,4.0,12.0
Calumet Beach,2014-06-08 06:00:00,19.4,3.11,1.509,0.237,5.0,11.3
Montrose Beach,2014-06-08 06:00:00,16.3,8.19,1.554,0.45,5.0,11.4
Ohio Street Beach,2014-06-08 06:00:00,16.6,6.32,1.62,0.319,4.0,12.0
Calumet Beach,2014-06-08 07:00:00,19.3,2.52,1.504,0.241,5.0,11.3
Montrose Beach,2014-06-08 07:00:00,16.2,10.43,1.591,0.473,6.0,11.4
Ohio Street Beach,2014-06-08 07:00:00,16.5,6.76,1.643,0.355,5.0,12.0
Calumet Beach,2014-06-08 08:00:00,19.2,2.75,1.548,0.246,4.0,11.3
Montrose Beach,2014-06-08 08:00:00,16.2,12.28,1.625,0.479,5.0,11.4
Ohio Street Beach,2014-06-08 08:00:00,16.1,6.87,1.65,0.32,5.0,12.0
Calumet Beach,2014-06-08 11:00:00,19.2,2.66,1.527,0.241,6.0,11.3
Calumet Beach,2014-06-08 09:00:00,19.2,2.81,1.53,0.25,6.0,11.3
Montrose Beach,2014-06-08 09:00:00,16.1,13.13,1.62,0.473,5.0,11.4
Ohio Street Beach,2014-06-08 09:00:00,16.0,6.34,1.66,0.357,5.0,12.0
Calumet Beach,2014-06-08 23:00:00,19.2,2.45,1.503,0.202,4.0,11.2
Montrose Beach,2014-06-08 23:00:00,15.5,24.11,1.663,0.391,5.0,11.4
Ohio Street Beach,2014-06-08 23:00:00,16.2,6.73,1.707,0.249,4.0,11.9
Calumet Beach,2014-06-09 00:00:00,19.0,3.16,1.516,0.182,4.0,11.2
Montrose Beach,2014-06-09 00:00:00,15.2,22.93,1.662,0.389,5.0,11.4
Ohio Street Beach,2014-06-09 00:00:00,16.1,7.58,1.745,0.239,5.0,11.9
Calumet Beach,2014-06-08 10:00:00,19.2,2.9,1.544,0.244,5.0,11.0
Montrose Beach,2014-06-08 10:00:00,16.3,14.5,1.62,0.462,6.0,11.4
Ohio Street Beach,2014-06-08 10:00:00,16.0,6.64,1.686,0.372,5.0,11.9
Calumet Beach,2014-06-08 20:00:00,19.4,2.82,1.444,0.206,5.0,11.3
Montrose Beach,2014-06-08 20:00:00,15.4,25.96,1.647,0.433,5.0,11.4
Ohio Street Beach,2014-06-08 20:00:00,16.7,7.33,1.688,0.321,6.0,11.9
Montrose Beach,2014-06-08 11:00:00,16.3,21.62,1.668,0.515,6.0,11.4
Ohio Street Beach,2014-06-08 11:00:00,16.2,7.23,1.709,0.425,5.0,12.0
Calumet Beach,2014-06-08 12:00:00,19.3,2.99,1.603,0.259,6.0,11.3
Montrose Beach,2014-06-08 12:00:00,16.6,21.88,1.719,0.526,6.0,11.4
Ohio Street Beach,2014-06-08 12:00:00,16.4,6.74,1.744,0.384,6.0,11.9
Calumet Beach,2014-06-08 13:00:00,19.4,3.17,1.54,0.251,4.0,11.3
Montrose Beach,2014-06-08 13:00:00,16.6,22.86,1.645,0.492,6.0,11.4
Ohio Street Beach,2014-06-08 13:00:00,16.7,8.66,1.676,0.402,6.0,11.9
Calumet Beach,2014-06-08 14:00:00,19.5,3.34,1.528,0.263,4.0,11.0
Montrose Beach,2014-06-08 14:00:00,16.8,25.56,1.673,0.503,6.0,11.4
Ohio Street Beach,2014-06-08 14:00:00,16.8,9.15,1.797,0.357,6.0,11.9
Calumet Beach,2014-06-09 03:00:00,18.1,2.61,1.502,0.162,5.0,11.2
Montrose Beach,2014-06-09 03:00:00,15.1,22.43,1.616,0.381,5.0,11.4
Ohio Street Beach,2014-06-09 03:00:00,15.8,6.71,1.694,0.238,4.0,11.8
Calumet Beach,2014-06-09 11:00:00,18.4,2.19,1.5,0.143,5.0,11.2
Montrose Beach,2014-06-09 11:00:00,15.4,20.43,1.628,0.28,4.0,11.3
Ohio Street Beach,2014-06-09 11:00:00,16.6,5.04,1.717,0.199,4.0,11.8
Calumet Beach,2014-06-08 15:00:00,19.6,3.23,1.474,0.252,6.0,11.3
Montrose Beach,2014-06-08 15:00:00,16.3,23.48,1.606,0.485,6.0,11.4
Ohio Street Beach,2014-06-08 15:00:00,17.0,8.54,1.692,0.348,3.0,11.9
Calumet Beach,2014-06-08 16:00:00,19.8,3.22,1.552,0.246,5.0,11.3
Montrose Beach,2014-06-08 16:00:00,16.2,25.16,1.628,0.489,6.0,11.4
Ohio Street Beach,2014-06-08 16:00:00,16.9,8.47,1.687,0.409,4.0,11.9
Calumet Beach,2014-06-08 17:00:00,19.7,2.84,1.527,0.238,6.0,11.3
Montrose Beach,2014-06-08 17:00:00,16.0,27.82,1.632,0.47,6.0,11.4
Ohio Street Beach,2014-06-08 17:00:00,16.9,8.83,1.724,0.354,4.0,11.9
Calumet Beach,2014-06-08 21:00:00,19.2,2.6,1.484,0.224,4.0,11.3
Montrose Beach,2014-06-08 21:00:00,15.7,29.84,1.639,0.435,5.0,11.4
Ohio Street Beach,2014-06-08 21:00:00,16.3,7.0,1.713,0.283,4.0,11.9
Calumet Beach,2014-06-09 10:00:00,18.2,2.41,1.517,0.143,5.0,11.2
Montrose Beach,2014-06-09 10:00:00,15.1,20.41,1.646,0.3,4.0,11.3
Ohio Street Beach,2014-06-09 10:00:00,16.3,4.62,1.696,0.218,3.0,11.8
Calumet Beach,2014-06-09 16:00:00,19.3,1.97,1.435,0.133,3.0,11.2
Montrose Beach,2014-06-09 16:00:00,16.5,24.59,1.588,0.312,3.0,11.3
